Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           std::remove_reference<Eigen::TensorStorage<std::vector<int, std::allocator<int> >, Eigen::DSizes<long long, 2>, 0>&>::type&& std::move<Eigen::TensorStorage<std::vector<int, std::allocator<int> >, Eigen::DSizes<long long, 2>, 0>&>(Eigen::TensorStorage<std::vector<int, std::allocator<int> >, Eigen::DSizes<long long, 2>, 0>&) [850]
                0.00    0.00       1/1           Eigen::TensorStorage<std::vector<int, std::allocator<int> >, Eigen::DSizes<long long, 2>, 0>::operator=(Eigen::TensorStorage<std::vector<int, std::allocator<int> >, Eigen::DSizes<long long, 2>, 0>&&) [747]
-----------------------------------------------
                0.00    0.00       1/1           void Eigen::Tensor<int, 2, 0, long long>::resize<Eigen::DSizes<long long, 2> const, 0>(Eigen::DSizes<long long, 2> const&) [768]
[767]    0.0    0.00    0.00       1         Eigen::Tensor<int, 2, 0, long long>::resize(std::array<long long, 2ull> const&) [767]
                0.00    0.00       4/6           std::array<long long, 2ull>::operator[](unsigned long long) const [679]
                0.00    0.00       1/1           Eigen::TensorStorage<int, Eigen::DSizes<long long, 2>, 0>::resize(long long, std::array<long long, 2ull> const&) [748]
-----------------------------------------------
                0.00    0.00       1/1           Eigen::Tensor<int, 2, 0, long long>& Eigen::Tensor<int, 2, 0, long long>::operator=<Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> >(Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const&) [168]
[768]    0.0    0.00    0.00       1         void Eigen::Tensor<int, 2, 0, long long>::resize<Eigen::DSizes<long long, 2> const, 0>(Eigen::DSizes<long long, 2> const&) [768]
                0.00    0.00       1/1           std::array<long long, 2ull> Eigen::internal::customIndices2Array<long long, 2ull, Eigen::DSizes<long long, 2> const>(Eigen::DSizes<long long, 2> const&) [776]
                0.00    0.00       1/1           Eigen::Tensor<int, 2, 0, long long>::resize(std::array<long long, 2ull> const&) [767]
-----------------------------------------------
                0.00    0.00       1/1           simulate(int, int, int, int, WeightingTemplate*, bool, std::vector<Ship, std::allocator<Ship> >) [3]
[769]    0.0    0.00    0.00       1         Eigen::Tensor<int, 2, 0, long long>::Tensor<int>(long long, int) [769]
                0.00    0.00       1/1           Eigen::TensorStorage<int, Eigen::DSizes<long long, 2>, 0>::TensorStorage<long long, int>(long long, int) [749]
-----------------------------------------------
                0.00    0.00       1/1           simulate(int, int, int, int, WeightingTemplate*, bool, std::vector<Ship, std::allocator<Ship> >) [3]
[770]    0.0    0.00    0.00       1         Eigen::Tensor<int, 3, 0, long long>::Tensor<int, int>(long long, int, int) [770]
                0.00    0.00       1/1           Eigen::TensorStorage<int, Eigen::DSizes<long long, 3>, 0>::TensorStorage<long long, int, int>(long long, int, int) [750]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[771]    0.0    0.00    0.00       1         Eigen::Tensor<int, 3, 0, long long>::~Tensor() [771]
                0.00    0.00       1/1           Eigen::TensorStorage<int, Eigen::DSizes<long long, 3>, 0>::~TensorStorage() [751]
-----------------------------------------------
                0.00    0.00       1/1           Eigen::TensorStorage<std::vector<int, std::allocator<int> >, Eigen::DSizes<long long, 2>, 0>::operator=(Eigen::TensorStorage<std::vector<int, std::allocator<int> >, Eigen::DSizes<long long, 2>, 0>&&) [747]
[772]    0.0    0.00    0.00       1         void Eigen::numext::swap<Eigen::DSizes<long long, 2> >(Eigen::DSizes<long long, 2>&, Eigen::DSizes<long long, 2>&) [772]
                0.00    0.00       1/1           std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Eigen::DSizes<long long, 2> > >, std::is_move_constructible<Eigen::DSizes<long long, 2> >, std::is_move_assignable<Eigen::DSizes<long long, 2> > >::value, void>::type std::swap<Eigen::DSizes<long long, 2> >(Eigen::DSizes<long long, 2>&, Eigen::DSizes<long long, 2>&) [855]
-----------------------------------------------
                0.00    0.00       1/1           Eigen::TensorStorage<std::vector<int, std::allocator<int> >, Eigen::DSizes<long long, 2>, 0>::operator=(Eigen::TensorStorage<std::vector<int, std::allocator<int> >, Eigen::DSizes<long long, 2>, 0>&&) [747]
[773]    0.0    0.00    0.00       1         void Eigen::numext::swap<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*&, std::vector<int, std::allocator<int> >*&) [773]
                0.00    0.00       1/1           std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::vector<int, std::allocator<int> >*> >, std::is_move_constructible<std::vector<int, std::allocator<int> >*>, std::is_move_assignable<std::vector<int, std::allocator<int> >*> >::value, void>::type std::swap<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*&, std::vector<int, std::allocator<int> >*&) [856]
-----------------------------------------------
                0.00    0.00       1/1           Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 0>::constant(int const&) const [781]
[774]    0.0    0.00    0.00       1         Eigen::internal::scalar_constant_op<int>::scalar_constant_op(int const&) [774]
-----------------------------------------------
                0.00    0.00       1/1           std::array<long long, 2ull> Eigen::internal::customIndices2Array<long long, 2ull, Eigen::DSizes<long long, 2> const>(Eigen::DSizes<long long, 2> const&) [776]
[775]    0.0    0.00    0.00       1         std::array<long long, (1)+(1)> Eigen::internal::customIndices2Array<Eigen::DSizes<long long, 2> const, long long, 0ll, 1ll>(Eigen::DSizes<long long, 2> const&, Eigen::internal::numeric_list<long long, 0ll, 1ll>) [775]
                0.00    0.00       2/6           std::array<long long, 2ull>::operator[](unsigned long long) const [679]
-----------------------------------------------
                0.00    0.00       1/1           void Eigen::Tensor<int, 2, 0, long long>::resize<Eigen::DSizes<long long, 2> const, 0>(Eigen::DSizes<long long, 2> const&) [768]
[776]    0.0    0.00    0.00       1         std::array<long long, 2ull> Eigen::internal::customIndices2Array<long long, 2ull, Eigen::DSizes<long long, 2> const>(Eigen::DSizes<long long, 2> const&) [776]
                0.00    0.00       1/1           std::array<long long, (1)+(1)> Eigen::internal::customIndices2Array<Eigen::DSizes<long long, 2> const, long long, 0ll, 1ll>(Eigen::DSizes<long long, 2> const&, Eigen::internal::numeric_list<long long, 0ll, 1ll>) [775]
-----------------------------------------------
                0.00    0.00       1/1           Eigen::TensorStorage<std::vector<int, std::allocator<int> >, Eigen::DSizes<long long, 2>, 0>::TensorStorage(long long, std::array<long long, 2ull> const&) [746]
[777]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >* Eigen::internal::conditional_aligned_new_auto<std::vector<int, std::allocator<int> >, true>(unsigned long long) [777]
                0.00    0.00       1/5           void* Eigen::internal::conditional_aligned_malloc<true>(unsigned long long) [690]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >* Eigen::internal::default_construct_elements_of_array<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long long) [778]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >* Eigen::internal::conditional_aligned_new_auto<std::vector<int, std::allocator<int> >, true>(unsigned long long) [777]
[778]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >* Eigen::internal::default_construct_elements_of_array<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long long) [778]
                0.00    0.00     400/8965641     operator new(unsigned long long, void*) [233]
                0.00    0.00     400/1681        std::vector<int, std::allocator<int> >::vector() [504]
-----------------------------------------------
                0.00    0.00       1/1           Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 0>::constant(int const&) const [781]
[779]    0.0    0.00    0.00       1         Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 0>::nullaryExpr<Eigen::internal::scalar_constant_op<int> >(Eigen::internal::scalar_constant_op<int> const&) const [779]
                0.00    0.00       1/1           Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 0>::derived() const [780]
                0.00    0.00       1/1           Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const>::TensorCwiseNullaryOp(Eigen::Tensor<int, 2, 0, long long> const&, Eigen::internal::scalar_constant_op<int> const&) [759]
-----------------------------------------------
                0.00    0.00       1/1           Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 0>::nullaryExpr<Eigen::internal::scalar_constant_op<int> >(Eigen::internal::scalar_constant_op<int> const&) const [779]
[780]    0.0    0.00    0.00       1         Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 0>::derived() const [780]
-----------------------------------------------
                0.00    0.00       1/1           Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 1>::setConstant(int const&) [167]
[781]    0.0    0.00    0.00       1         Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 0>::constant(int const&) const [781]
                0.00    0.00       1/1           Eigen::internal::scalar_constant_op<int>::scalar_constant_op(int const&) [774]
                0.00    0.00       1/1           Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 0>::nullaryExpr<Eigen::internal::scalar_constant_op<int> >(Eigen::internal::scalar_constant_op<int> const&) const [779]
-----------------------------------------------
                0.00    0.00       1/1           Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice>::evalSubExprsIfNeeded(int*) [753]
[782]    0.0    0.00    0.00       1         Eigen::TensorEvaluator<Eigen::Tensor<int, 2, 0, long long>, Eigen::DefaultDevice>::dimensions() const [782]
-----------------------------------------------
                0.00    0.00       1/1           Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice>::evalSubExprsIfNeeded(int*) [753]
[783]    0.0    0.00    0.00       1         Eigen::TensorEvaluator<Eigen::Tensor<int, 2, 0, long long>, Eigen::DefaultDevice>::data() const [783]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::_M_move_assign(std::vector<float, std::allocator<float> >&&, std::integral_constant<bool, true>) [817]
[784]    0.0    0.00    0.00       1         std::_Vector_base<float, std::allocator<float> >::get_allocator() const [784]
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [785]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::get_allocator() const [784]
[785]    0.0    0.00    0.00       1         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [785]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [824]
[786]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::get_allocator() const [786]
                0.00    0.00       1/254981      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [301]
-----------------------------------------------
                0.00    0.00       1/1           std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [789]
[787]    0.0    0.00    0.00       1         std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [787]
                0.00    0.00       1/8           std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [665]
                0.00    0.00       1/1           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Ship const, int>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<Ship const, int>, false>*) [833]
-----------------------------------------------
                0.00    0.00       1/1           std::unordered_map<Ship, int, std::hash<Ship>, std::equal_to<Ship>, std::allocator<std::pair<Ship const, int> > >::unordered_map() [804]
[788]    0.0    0.00    0.00       1         std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable() [788]
                0.00    0.00       1/1           std::__detail::_Hashtable_base<Ship, std::pair<Ship const, int>, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable_base() [831]
                0.00    0.00       1/1           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Ship const, int>, false> > >::_Hashtable_alloc() [834]
                0.00    0.00       1/24042       std::__detail::_Hash_node_base::_Hash_node_base() [360]
                0.00    0.00       1/24042       std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float) [361]
-----------------------------------------------
                0.00    0.00       1/1           std::unordered_map<Ship, int, std::hash<Ship>, std::equal_to<Ship>, std::allocator<std::pair<Ship const, int> > >::~unordered_map() [805]
[789]    0.0    0.00    0.00       1         std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [789]
                0.00    0.00       1/1           std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [787]
                0.00    0.00       1/8           std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets() [668]
                0.00    0.00       1/1           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Ship const, int>, false> > >::~_Hashtable_alloc() [835]
-----------------------------------------------
                0.00    0.00       1/1           std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [792]
[790]    0.0    0.00    0.00       1         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [790]
                0.00    0.00       1/9           std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [661]
                0.00    0.00       1/1           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, Ship>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<int const, Ship>, false>*) [836]
-----------------------------------------------
                0.00    0.00       1/1           std::unordered_map<int, Ship, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Ship> > >::unordered_map() [806]
[791]    0.0    0.00    0.00       1         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable() [791]
                0.00    0.00       1/1           std::__detail::_Hashtable_base<int, std::pair<int const, Ship>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable_base() [832]
                0.00    0.00       1/1           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, Ship>, false> > >::_Hashtable_alloc() [837]
                0.00    0.00       1/24042       std::__detail::_Hash_node_base::_Hash_node_base() [360]
                0.00    0.00       1/24042       std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float) [361]
-----------------------------------------------
                0.00    0.00       1/1           std::unordered_map<int, Ship, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Ship> > >::~unordered_map() [807]
[792]    0.0    0.00    0.00       1         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [792]
                0.00    0.00       1/1           std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [790]
                0.00    0.00       1/8           std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets() [670]
                0.00    0.00       1/1           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, Ship>, false> > >::~_Hashtable_alloc() [838]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [828]
[793]    0.0    0.00    0.00       1         std::char_traits<char>::length(char const*) [793]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long long) [796]
[794]    0.0    0.00    0.00       1         std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long long) [794]
                0.00    0.00       1/1           std::__new_allocator<float>::allocate(unsigned long long, void const*) [812]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_Vector_base() [798]
[795]    0.0    0.00    0.00       1         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [795]
                0.00    0.00       1/3           std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data() [704]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long long, std::allocator<float> const&) [799]
[796]    0.0    0.00    0.00       1         std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long long) [796]
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long long) [794]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::vector(std::allocator<float> const&) [820]
[797]    0.0    0.00    0.00       1         std::_Vector_base<float, std::allocator<float> >::_Vector_base(std::allocator<float> const&) [797]
                0.00    0.00       1/2           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [732]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::vector() [821]
[798]    0.0    0.00    0.00       1         std::_Vector_base<float, std::allocator<float> >::_Vector_base() [798]
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [795]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::vector(unsigned long long, std::allocator<float> const&) [822]
[799]    0.0    0.00    0.00       1         std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long long, std::allocator<float> const&) [799]
                0.00    0.00       1/2           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [732]
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long long) [796]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [825]
[800]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [800]
                0.00    0.00       1/242575      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [314]
-----------------------------------------------
                0.00    0.00       1/1           simulate(int, int, int, int, WeightingTemplate*, bool, std::vector<Ship, std::allocator<Ship> >) [3]
[801]    0.0    0.00    0.00       1         std::random_device::random_device() [801]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [828]
                0.00    0.00       1/1           std::__new_allocator<char>::~__new_allocator() [810]
-----------------------------------------------
                0.00    0.00       1/1           simulate(int, int, int, int, WeightingTemplate*, bool, std::vector<Ship, std::allocator<Ship> >) [3]
[802]    0.0    0.00    0.00       1         std::random_device::~random_device() [802]
-----------------------------------------------
                0.00    0.00       1/1           simulate(int, int, int, int, WeightingTemplate*, bool, std::vector<Ship, std::allocator<Ship> >) [3]
[803]    0.0    0.00    0.00       1         std::random_device::operator()() [803]
-----------------------------------------------
                0.00    0.00       1/1           GameStateManager::GameStateManager(Eigen::Tensor<int, 2, 0, long long>, std::vector<Ship, std::allocator<Ship> >, std::vector<Ship, std::allocator<Ship> >, WeightingTemplate*, int) [109]
[804]    0.0    0.00    0.00       1         std::unordered_map<Ship, int, std::hash<Ship>, std::equal_to<Ship>, std::allocator<std::pair<Ship const, int> > >::unordered_map() [804]
                0.00    0.00       1/1           std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable() [788]
-----------------------------------------------
                0.00    0.00       1/1           GameStateManager::~GameStateManager() [742]
[805]    0.0    0.00    0.00       1         std::unordered_map<Ship, int, std::hash<Ship>, std::equal_to<Ship>, std::allocator<std::pair<Ship const, int> > >::~unordered_map() [805]
                0.00    0.00       1/1           std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [789]
-----------------------------------------------
                0.00    0.00       1/1           GameStateManager::GameStateManager(Eigen::Tensor<int, 2, 0, long long>, std::vector<Ship, std::allocator<Ship> >, std::vector<Ship, std::allocator<Ship> >, WeightingTemplate*, int) [109]
[806]    0.0    0.00    0.00       1         std::unordered_map<int, Ship, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Ship> > >::unordered_map() [806]
                0.00    0.00       1/1           std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable() [791]
-----------------------------------------------
                0.00    0.00       1/1           GameStateManager::~GameStateManager() [742]
[807]    0.0    0.00    0.00       1         std::unordered_map<int, Ship, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Ship> > >::~unordered_map() [807]
                0.00    0.00       1/1           std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [792]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<Ship const, int>, false> >, true>::~_Hashtable_ebo_helper() [840]
[808]    0.0    0.00    0.00       1         std::__new_allocator<std::__detail::_Hash_node<std::pair<Ship const, int>, false> >::~__new_allocator() [808]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<int const, Ship>, false> >, true>::~_Hashtable_ebo_helper() [842]
[809]    0.0    0.00    0.00       1         std::__new_allocator<std::__detail::_Hash_node<std::pair<int const, Ship>, false> >::~__new_allocator() [809]
-----------------------------------------------
                0.00    0.00       1/1           std::random_device::random_device() [801]
[810]    0.0    0.00    0.00       1         std::__new_allocator<char>::~__new_allocator() [810]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long long) [703]
[811]    0.0    0.00    0.00       1         std::__new_allocator<float>::deallocate(float*, unsigned long long) [811]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long long) [794]
[812]    0.0    0.00    0.00       1         std::__new_allocator<float>::allocate(unsigned long long, void const*) [812]
-----------------------------------------------
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned int, 32ull, 624ull, 397ull, 31ull, 2567483615u, 11ull, 4294967295u, 7ull, 2636928640u, 15ull, 4022730752u, 18ull, 1812433253u>::mersenne_twister_engine() [814]
[813]    0.0    0.00    0.00       1         std::mersenne_twister_engine<unsigned int, 32ull, 624ull, 397ull, 31ull, 2567483615u, 11ull, 4294967295u, 7ull, 2636928640u, 15ull, 4022730752u, 18ull, 1812433253u>::mersenne_twister_engine(unsigned int) [813]
                0.00    0.00       1/2           std::mersenne_twister_engine<unsigned int, 32ull, 624ull, 397ull, 31ull, 2567483615u, 11ull, 4294967295u, 7ull, 2636928640u, 15ull, 4022730752u, 18ull, 1812433253u>::seed(unsigned int) [737]
-----------------------------------------------
